央视,#genre#
凤凰资讯,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225686/index.m3u8
凤凰香港,http://aktv.top/AKTV/live/aktv/null-5/AKTV.m3u8
翡翠台,http://aktv.top/AKTV/live/aktv/null/AKTV.m3u8
TVBS,http://aktv.top/AKTV/live/aktv/tvbs/AKTV.m3u8
中天新闻,http://aktv.top/AKTV/live/aktv/null-8/AKTV.m3u8
中天亚洲,http://aktv.top/AKTV/live/aktv/null-12/AKTV.m3u8
中视,http://aktv.top/AKTV/live/aktv/null-10/AKTV.m3u8
日本新闻,https://n24-cdn-live.ntv.co.jp/ch01/index.m3u8
日本新闻,http://aktv.top/AKTV/live/aktv/null-13/AKTV.m3u8

休闲,#genre#
快乐垂钓,http://111.48.34.237/PLTV/88888888/224/3221229871/1.m3u8
快乐垂钓,http://111.48.34.237/PLTV/88888888/224/3221230479/1.m3u8
四海钓鱼,http://111.48.34.237/PLTV/88888888/224/3221230438/1.m3u8
四海钓鱼,http://111.48.34.237/PLTV/88888888/224/3221230605/1.m3u8
书法,http://111.48.34.237/PLTV/88888888/224/3221230485/1.m3u8
茶频道,http://111.48.34.237/PLTV/88888888/224/3221229873/1.m3u8
茶频道,http://111.48.34.237/PLTV/88888888/224/3221230432/1.m3u8
书法,http://111.48.34.237/PLTV/88888888/224/3221230485/1.m3u8
茶频道,http://111.48.34.237/PLTV/88888888/224/3221230432/1.m3u8
梨园频道,http://111.48.34.237/PLTV/88888888/224/3221230496/1.m3u8
生活,http://111.48.34.237/PLTV/88888888/224/3221230534/1.m3u8
汽摩,http://111.48.34.237/PLTV/88888888/224/3221230076/1.m3u8
汽摩,http://111.48.34.237/PLTV/88888888/224/3221230490/1.m3u8
生活时尚,http://111.48.34.237/PLTV/88888888/224/3221230611/1.m3u8
老故事,http://111.48.34.237/PLTV/88888888/224/3221230087/1.m3u8
老故事,http://111.48.34.237/PLTV/88888888/224/3221230539/1.m3u8

剧场,#genre#
Hot亚洲影院,http://39.134.136.161:6610/000000001000/5841816227539527643/index.m3u8?livemode=1&stbId=10&channel-id=wasusyt&Contentid=5841816227539527643
Hot欧美影院,http://39.134.136.161:6610/000000001000/7185203501769528108/index.m3u8?livemode=1&stbId=10&channel-id=wasusyt&Contentid=7185203501769528108
Hot欧美影院,http://39.134.136.161:6610/000000001000/2000000004000000005/index.m3u8?livemode=1&stbId=10&channel-id=hnbblive&Contentid=2000000004000000005
Hot精品剧场,http://39.134.136.161:6610/000000001000/8230197131234717902/index.m3u8?livemode=1&stbId=10&channel-id=wasusyt&Contentid=8230197131234717902
CHC家庭影院,http://111.48.34.237/PLTV/88888888/224/3221230481/1.m3u8
CHC影迷电影,http://111.48.34.237/PLTV/88888888/224/3221230483/1.m3u8
CHC动作电影,http://111.48.34.237/PLTV/88888888/224/3221230434/1.m3u8
都市剧场,http://111.48.34.237/PLTV/88888888/224/3221230607/1.m3u8
欢笑剧场,http://111.48.34.237/PLTV/88888888/224/3221230553/1.m3u8
欢笑剧场4K,http://111.48.34.237/PLTV/88888888/224/3221230500/1.m3u8
黑莓电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
动作电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
古装剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8
明星大片,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8
惊悚悬疑,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
金牌综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8
军事评论,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8
爱情喜剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8
精品大剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8
海外剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
精品纪录,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
健康有约,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8
军旅剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
家庭剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
中国功夫,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
农业致富,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8
潮妈辣婆,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
超级综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
超级电视剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
超级电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
炫舞未来,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225719/index.m3u8
东北热剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
欢乐剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
精品萌宠,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226505/index.m3u8
